Formula,Avg Pearson,Std Pearson,Avg MAE
Ratio: (n/(e+0.01)) + c,-0.009990266560877864,0.4558626425235902,1.6457754408086052
Interaction: n + (n*c) - e,-0.14550684824041638,0.3397531733115377,1.83919734857658
Threshold: (n>0.3) + c - (e>0.3),-0.18047414889821092,0.3110487410949333,2.0734358892427207
Linear: n*1.5 + c*0.5 - e*0.8,-0.18862393643723796,0.29327336567932993,1.9451558957950306
Linear: n*1.3 + c*0.5 - e*0.8,-0.19859201396226142,0.28237724333259473,1.9658355845045603
Linear: n*1.5 + c*0.5 - e*1.1,-0.20099208913802571,0.27970222567734654,1.970074916537054
SigmoidLinear: σ(5n + c - 3e),-0.20573404983159932,0.28920064068675083,1.9655710596853448
Piecewise: n*1.5*(n>0.5) + c - e*1.2*(e>0.2),-0.21036418343071786,0.29663803459234983,2.0730542223269053
Linear: n*1.5 + c*0.5 - e*1.5,-0.21141629695209063,0.26728900241207176,1.9832751335895809
Linear: n*1.3 + c*0.5 - e*1.1,-0.21141630457049687,0.26728898879578283,1.9832751392644827
Linear: n*1.1 + c*0.5 - e*0.8,-0.2114163162911259,0.2672889678476439,1.9832751479951034
Threshold: (n>0.5) + c - (e>0.5),-0.212784630496641,0.30166244136934,2.075736695136
Linear: n*1.3 + c*0.5 - e*1.5,-0.22379252816276815,0.2507759537385299,2.0074436989728084
Linear: n*1.1 + c*0.5 - e*1.1,-0.22730330664502257,0.24616421645868256,2.013497069719018
Linear: n*1.0 + c*0.5 - e*0.8,-0.23352639581212248,0.23875607133954738,2.023488820651077
Linear: n*1.1 + c*0.5 - e*1.5,-0.24363593465225805,0.23013539622511794,2.039373233809042
Quadratic: n² + c - e²,-0.24950550765615237,0.2846363467023638,2.0939920060212702
Sigmoid: σ(15n) + c - σ(15e),-0.250100474511188,0.27676107289632706,1.9957360064229035
Linear: n*1.0 + c*0.5 - e*1.1,-0.25269254360674676,0.2266043633207586,2.050150802290699
Linear: n*1.5 + c*1.0 - e*0.8,-0.25488480407550257,0.22624049007171343,2.0523170149734513
Threshold: (n>0.7) + c - (e>0.7),-0.26051795644345216,0.32732570513184783,2.1041437101905904
Linear: n*1.0 + c*0.5 - e*1.5,-0.2622156204060096,0.22559688892776558,2.0752932445530066
Linear: n*1.5 + c*1.0 - e*1.1,-0.26297630789528675,0.22552598564796383,2.0785302518967095
Linear: n*0.8 + c*0.5 - e*0.8,-0.2632453210369738,0.2254986832527236,2.079689719315009
Sigmoid: σ(10n) + c - σ(10e),-0.26538798210341114,0.25529760779758337,2.0460947549382626
Linear: n*1.5 + c*1.0 - e*1.5,-0.2674304751050113,0.22486834948178377,2.0987958465622456
Linear: n*0.8 + c*0.5 - e*1.1,-0.26959631168321146,0.22436400672576123,2.109513348153919
Linear: n*1.3 + c*1.0 - e*0.8,-0.2697402592996181,0.22432636242600504,2.11024412544913
Linear: n*1.3 + c*1.0 - e*1.1,-0.2728990475410372,0.22339600608984225,2.1240662449565377
Linear: n*0.8 + c*0.5 - e*1.5,-0.27301740234101013,0.22335824570980756,2.124562199899167
Linear: n*1.3 + c*1.0 - e*1.5,-0.2749891728264365,0.22271935285370908,2.133290336851295
Linear: n*1.1 + c*1.0 - e*0.8,-0.27917997026561703,0.2214641706647701,2.1542925125918724
Linear: n*1.1 + c*1.0 - e*1.1,-0.28029901894305,0.22120250460056948,2.158906740210231
Linear: n*1.1 + c*1.0 - e*1.5,-0.28107666765528816,0.22105059599201402,2.162249045841573
Linear: n*0.8 + c*1.5 - e*0.8,-0.2852475827218827,0.24530104054464724,2.1432809026709583
Linear: n*1.5 + c*1.5 - e*1.5,-0.28527860995099263,0.22089255146762252,2.1740756679221445
Linear: n*1.5 + c*1.5 - e*1.1,-0.28527862002478893,0.22089256319313474,2.174075674292985
Linear: n*1.5 + c*1.5 - e*0.8,-0.28527863316452123,0.22089257848729013,2.174075682602782
Linear: n*1.0 + c*1.0 - e*1.5,-0.285869429946381,0.22100638347323368,2.1748527627331007
Linear: n*1.0 + c*1.0 - e*1.1,-0.2859622845299458,0.22102886608203168,2.1749685945143282
Linear: n*1.0 + c*1.0 - e*0.8,-0.2860896623853833,0.22106192689555554,2.1751309353423425
Linear: n*0.8 + c*1.5 - e*1.1,-0.28691635770540974,0.2394305802259233,2.146596922650968
Linear: n*0.8 + c*1.5 - e*1.5,-0.2880368170225344,0.2354065475860499,2.1492160536252207
Linear: n*1.3 + c*1.5 - e*1.5,-0.2881892108209132,0.22214750628819024,2.174965623514769
Linear: n*1.0 + c*1.5 - e*0.8,-0.28820221954047404,0.2347909633962087,2.1496538280313597
Linear: n*1.3 + c*1.5 - e*1.1,-0.28846892266307866,0.2224206232079935,2.173663044591454
Linear: n*1.3 + c*1.5 - e*0.8,-0.28879366990596134,0.22281501056245034,2.1715502849938595
Linear: n*0.8 + c*1.0 - e*1.5,-0.28890758097351915,0.22298030312198677,2.170733858290106
Linear: n*1.0 + c*1.5 - e*1.1,-0.2890415362585856,0.23142670625259923,2.1523022033349575
Linear: n*0.8 + c*1.0 - e*1.1,-0.289235452037781,0.22357872438275284,2.167922113551124
Linear: n*1.0 + c*1.5 - e*1.5,-0.2894851443928459,0.22919695717821947,2.1543913146775973
Linear: n*0.8 + c*1.0 - e*0.8,-0.2895579038945767,0.22453559466906106,2.1638068801030887
Linear: n*1.1 + c*1.5 - e*1.5,-0.28962572172788426,0.22485971765025092,2.162554280554733
Linear: n*1.1 + c*1.5 - e*0.8,-0.28971901527837796,0.2272878966523412,2.156510720873797
Linear: n*1.1 + c*1.5 - e*1.1,-0.28973760654835534,0.2258360147843305,2.1591060831788775
Exp: n + c*exp(-2*e),-0.2918595800818673,0.24503120927026897,2.153109901449492
Sigmoid: σ(5n) + c - σ(5e),-0.2965465954734467,0.24036417903651486,2.1642691178545315
