Formula,Avg Pearson,Std Pearson,Avg MAE
Sigmoid: σ(10n) + c - σ(10e),0.17278654958168252,0.40785647049383567,1.6073372474233456
Sigmoid: σ(15n) + c - σ(15e),0.16625650696148198,0.4095921809679039,1.5976654412819042
Sigmoid: σ(5n) + c - σ(5e),0.16489269070942444,0.40272140763301106,1.6493224984575814
Linear: n*0.8 + c*1.5 - e*0.8,0.14788792655382269,0.3944371452358954,1.664382741161527
Linear: n*0.8 + c*1.5 - e*1.1,0.14684632358506813,0.3923686383379591,1.668331442168454
Linear: n*0.8 + c*1.5 - e*1.5,0.14500230862321073,0.39148979855173466,1.6719202498945926
Linear: n*1.0 + c*1.5 - e*0.8,0.14457386972233202,0.3914339670696647,1.6717503779079776
Linear: n*1.0 + c*1.5 - e*1.1,0.14098882906511234,0.39176568947698864,1.6701237267102325
Linear: n*1.0 + c*1.5 - e*1.5,0.13683250282742557,0.3925370477855516,1.6699002618964924
Linear: n*1.1 + c*1.5 - e*0.8,0.13252992813338163,0.39160544286002147,1.6720241410220495
Linear: n*1.1 + c*1.5 - e*1.1,0.13218170013115008,0.3869271813940871,1.6621263453734514
Linear: n*1.1 + c*1.5 - e*1.5,0.12510473723983156,0.3883466518561923,1.6635882976414522
Linear: n*0.8 + c*1.0 - e*0.8,0.11720949170152326,0.39188488208467065,1.6681520600927864
Threshold: (n>0.3) + c - (e>0.3),0.10127341128447155,0.44962014111194387,1.6849824429600029
Linear: n*0.8 + c*1.0 - e*1.1,0.08676778084301413,0.4240143995616305,1.7093125490658692
Linear: n*0.8 + c*1.0 - e*1.5,0.07915773407733105,0.4259986534679034,1.7012787072066868
Linear: n*1.3 + c*1.5 - e*0.8,0.07621223683483504,0.4272374631514345,1.7008039563637138
Linear: n*1.3 + c*1.5 - e*1.1,0.0671137095660562,0.43204129636168465,1.7028523727640537
Linear: n*1.3 + c*1.5 - e*1.5,0.05872143539660367,0.4372247331994587,1.7078392308722892
Linear: n*1.0 + c*1.0 - e*0.8,-0.021717726325044578,0.49343573485823333,1.836638347256659
Threshold: (n>0.5) + c - (e>0.5),-0.02770029523236263,0.4248238261991039,1.7474872178793468
Linear: n*1.0 + c*1.0 - e*1.1,-0.030013351008192204,0.4981663270872259,1.85959483505821
Linear: n*1.0 + c*1.0 - e*1.5,-0.03694249693972443,0.5019961846166796,1.8739692600159652
Threshold: (n>0.7) + c - (e>0.7),-0.04223450045471949,0.4150981247393245,1.7948699838111988
SigmoidLinear: σ(5n + c - 3e),-0.05457961113406888,0.419627051126409,2.0097366691346727
Linear: n*1.1 + c*0.5 - e*0.8,-0.09641803600365426,0.4246417577825145,2.0142670738410042
Linear: n*1.3 + c*0.5 - e*1.1,-0.09641851648338416,0.4246422416640163,2.0142690135823362
Linear: n*1.5 + c*0.5 - e*1.5,-0.09641882878482043,0.4246425561772021,2.014270274419013
Linear: n*1.5 + c*0.5 - e*1.1,-0.09664798682277191,0.4213671231609462,2.010128061684091
Linear: n*1.3 + c*0.5 - e*0.8,-0.09683191648854611,0.4206292732587263,2.0087671845451784
Linear: n*1.3 + c*0.5 - e*1.5,-0.0971302701816718,0.4281739997363224,2.0173674897131035
Linear: n*1.1 + c*0.5 - e*1.1,-0.09744648020242848,0.42905078516553913,2.0187011163736797
Linear: n*1.5 + c*0.5 - e*0.8,-0.0980833354078771,0.4177863142226965,2.00370635059251
Linear: n*1.0 + c*0.5 - e*0.8,-0.09808689749101668,0.43050831695220254,2.0209551509857215
Linear: n*1.1 + c*0.5 - e*1.5,-0.09939099550146493,0.432837602501156,2.02466870389804
Linear: n*1.0 + c*0.5 - e*1.1,-0.10112822358023368,0.4353234131743766,2.029545276829861
Linear: n*1.5 + c*1.0 - e*0.8,-0.10171197530946294,0.4360685770362188,2.0310653831005867
Piecewise: n*1.5*(n>0.5) + c - e*1.2*(e>0.2),-0.10330372777047873,0.4372559009962204,1.9889963996717273
Linear: n*1.0 + c*0.5 - e*1.5,-0.104666032784772,0.4394291434592237,2.038063802837217
Linear: n*1.5 + c*1.0 - e*1.1,-0.10510667169677666,0.4398888096323057,2.0390377773902655
Linear: n*0.8 + c*0.5 - e*0.8,-0.10527237374222113,0.4400594320500404,2.039400815269752
Linear: n*1.5 + c*1.0 - e*1.5,-0.10858059108005831,0.44327308004822025,2.0445556590199745
Linear: n*0.8 + c*0.5 - e*1.1,-0.11103268596693514,0.44548194824655224,2.045831829014102
Linear: n*1.3 + c*1.0 - e*0.8,-0.11121712154449721,0.44564360820057347,2.0458520330340084
Linear: n*1.3 + c*1.0 - e*1.1,-0.11628099242790149,0.4499153988200728,2.0462499420482216
Linear: n*0.8 + c*0.5 - e*1.5,-0.11651542010566987,0.4501070407112722,2.046242510656566
Quadratic: n² + c - e²,-0.12031823806807077,0.49840326590675177,2.035167613258453
Linear: n*1.3 + c*1.0 - e*1.5,-0.12098890198810086,0.45368919243187417,2.04599742975931
Linear: n*1.5 + c*1.5 - e*0.8,-0.12253813194763347,0.5352748556041069,2.041188863603037
Linear: n*1.5 + c*1.5 - e*1.1,-0.12253886889691903,0.5352755870650252,2.041189972508244
Linear: n*1.5 + c*1.5 - e*1.5,-0.1225394338451601,0.5352761478178839,2.0411908226773265
Linear: n*1.1 + c*1.0 - e*0.8,-0.1362348615729348,0.46534757837933355,2.045863351888774
Interaction: n + (n*c) - e,-0.13777213985360584,0.4255736332083777,2.038676693126906
Linear: n*1.1 + c*1.0 - e*1.1,-0.1424314341923589,0.46987698250263416,2.0411837819735292
Linear: n*1.1 + c*1.0 - e*1.5,-0.14746231391435022,0.47334657277003844,2.0347315986661316
Exp: n + c*exp(-2*e),-0.15250042437151173,0.5242737112620883,2.063242870090597
Ratio: (n/(e+0.01)) + c,-0.21832979219851859,0.43379696410823443,2.0264160403863105
