Formula,Avg Pearson,Std Pearson,Avg MAE
Sigmoid: σ(15n) + c - σ(15e),-0.1649247036171557,0.6657140254200955,1.5932791942760693
Sigmoid: σ(10n) + c - σ(10e),-0.16865069920611167,0.6699824833753474,1.6090224455449422
Sigmoid: σ(5n) + c - σ(5e),-0.17423942149482863,0.667047056150617,1.6571428197707707
Linear: n*0.8 + c*1.5 - e*0.8,-0.2086809313175272,0.6604388737189224,1.6912128755783833
Linear: n*0.8 + c*1.5 - e*1.1,-0.2165360113917854,0.6632533299256834,1.7016683205841345
Linear: n*0.8 + c*1.5 - e*1.5,-0.2224316254171576,0.665600755144976,1.7105138268471027
Linear: n*1.0 + c*1.5 - e*0.8,-0.22339123925578058,0.6659947159893155,1.7119684722736586
Linear: n*1.0 + c*1.5 - e*1.1,-0.22904308109843674,0.668330872461807,1.7224832843937379
Linear: n*1.0 + c*1.5 - e*1.5,-0.23334080661932372,0.6700543714951429,1.7314289648062633
Linear: n*1.1 + c*1.5 - e*0.8,-0.2375994945666089,0.6716118502541107,1.7421749857208984
Linear: n*1.1 + c*1.5 - e*1.1,-0.24141332245455213,0.6727768336402319,1.7547945333055068
Linear: n*1.1 + c*1.5 - e*1.5,-0.2444218440806493,0.6734713712065376,1.7655651652658204
Linear: n*0.8 + c*1.0 - e*0.8,-0.24553365242927,0.6736662695958814,1.7695711732606245
Linear: n*0.8 + c*1.0 - e*1.1,-0.24929720847996606,0.6740367960264317,1.782915761812438
Linear: n*0.8 + c*1.0 - e*1.5,-0.2521974054753661,0.6739850148295333,1.7937143411321936
Linear: n*1.3 + c*1.5 - e*0.8,-0.2531111834662291,0.6739042376640395,1.7971897076499375
Linear: n*1.3 + c*1.5 - e*1.1,-0.2555741683619718,0.6735306737950205,1.8063022922498437
Linear: n*1.3 + c*1.5 - e*1.5,-0.25760475225914775,0.6730547052438183,1.8134871573741222
Linear: n*1.0 + c*1.0 - e*0.8,-0.277359862079603,0.6635354518532199,1.8638793486415932
Linear: n*1.0 + c*1.0 - e*1.1,-0.2797902819353294,0.6623099112779185,1.8678908899001303
Linear: n*1.0 + c*1.0 - e*1.5,-0.2818567221414855,0.6613423949060753,1.871107944615534
Exp: n + c*exp(-2*e),-0.3013839060022033,0.6568111071728326,1.8989142067249438
Linear: n*1.5 + c*1.5 - e*0.8,-0.3018077573930377,0.6565035655395804,1.8894952307259316
Linear: n*1.5 + c*1.5 - e*1.1,-0.3018078331066579,0.6565035591458854,1.8894953384681994
Linear: n*1.5 + c*1.5 - e*1.5,-0.3018078911537027,0.656503554244135,1.889495421070611
Threshold: (n>0.3) + c - (e>0.3),-0.30374562872115385,0.5993850031736072,1.9141508321861678
Threshold: (n>0.5) + c - (e>0.5),-0.3129464181364102,0.5602717554783994,1.9643830139914094
Linear: n*1.1 + c*1.0 - e*1.5,-0.3238236947387204,0.6357423649826314,1.8985897697749088
Linear: n*1.1 + c*1.0 - e*1.1,-0.32813851153198065,0.6314787551227683,1.9003551112002364
Linear: n*1.1 + c*1.0 - e*0.8,-0.3344742072420901,0.6254182049357421,1.9029414496701935
Ratio: (n/(e+0.01)) + c,-0.33572531762657604,0.5168957764153578,2.0059402319555835
Quadratic: n² + c - e²,-0.34700284209412635,0.6420467930605858,1.9011741765985655
Linear: n*1.3 + c*1.0 - e*1.5,-0.3574092260487412,0.6055075197511165,1.9140430301350915
Linear: n*0.8 + c*0.5 - e*1.5,-0.3669712767259045,0.5982380137498392,1.9222682868271626
Linear: n*1.3 + c*1.0 - e*1.1,-0.3675130575490739,0.5978450963307961,1.9227929771269874
Linear: n*1.3 + c*1.0 - e*0.8,-0.38055727788724103,0.5889931440226299,1.935683909132877
Linear: n*0.8 + c*0.5 - e*1.1,-0.3810873197433717,0.5886577134878039,1.9362624914210496
Linear: n*1.5 + c*1.0 - e*1.5,-0.3884266070991519,0.5842001255340052,1.9444105474020135
Linear: n*0.8 + c*0.5 - e*0.8,-0.39960870535272985,0.5780339997998973,1.956878171044595
Linear: n*1.5 + c*1.0 - e*1.1,-0.4002126298593908,0.5777205707114532,1.9575387393944221
